"NIRCam Instrument Transmission -- exclusive of filters, DBS, and detectors",,,,,,,,,,
Wavelength,Collimator,SW_Triplet,SW_Mirrors,LW_triplet,LW_Mirrors,SW_Particulates,LW_Particulates,,NVR_Wavelength,NVR_Transmission
3.884,0.867,0.864,0.956,0.900,0.966,---,0.984,,,
3.885,0.867,0.864,0.956,0.900,0.966,---,0.984,,,
3.886,0.867,0.864,0.956,0.900,0.966,---,0.984,,,
3.887,0.867,0.864,0.956,0.900,0.966,---,0.984,,,
3.888,0.867,0.864,0.956,0.900,0.966,---,0.984,,,
3.889,0.867,0.864,0.956,0.900,0.966,---,0.984,,,
3.890,0.867,0.864,0.956,0.900,0.966,---,0.984,,,
3.891,0.867,0.865,0.956,0.900,0.966,---,0.984,,,
3.892,0.867,0.865,0.956,0.900,0.966,---,0.984,,,
3.893,0.867,0.865,0.956,0.900,0.966,---,0.984,,,
3.894,0.867,0.865,0.956,0.900,0.966,---,0.984,,,
3.895,0.867,0.865,0.956,0.900,0.966,---,0.984,,,
3.896,0.867,0.865,0.956,0.900,0.966,---,0.984,,,
3.897,0.867,0.865,0.956,0.900,0.966,---,0.984,,,
3.898,0.868,0.865,0.956,0.900,0.966,---,0.984,,,
3.899,0.868,0.865,0.956,0.900,0.966,---,0.984,,,
3.900,0.868,0.865,0.956,0.900,0.966,---,0.984,,,
3.901,0.868,0.865,0.956,0.900,0.966,---,0.984,,,
3.902,0.868,0.865,0.956,0.900,0.966,---,0.984,,,
3.903,0.868,0.865,0.956,0.900,0.966,---,0.984,,,
3.904,0.868,0.865,0.956,0.900,0.966,---,0.984,,,
3.905,0.868,0.865,0.956,0.900,0.966,---,0.984,,,
3.906,0.868,0.865,0.956,0.900,0.966,---,0.984,,,
3.907,0.868,0.865,0.956,0.900,0.966,---,0.984,,,
3.908,0.868,0.865,0.956,0.900,0.966,---,0.984,,,
3.909,0.868,0.865,0.956,0.900,0.966,---,0.984,,,
3.910,0.868,0.865,0.956,0.900,0.966,---,0.984,,,
3.911,0.868,0.865,0.956,0.900,0.966,---,0.984,,,
3.912,0.868,0.865,0.956,0.900,0.966,---,0.984,,,
3.913,0.868,0.865,0.956,0.900,0.966,---,0.984,,,
3.914,0.868,0.865,0.956,0.900,0.966,---,0.984,,,
3.915,0.868,0.865,0.956,0.901,0.966,---,0.984,,,
3.916,0.868,0.865,0.956,0.901,0.966,---,0.984,,,
3.917,0.868,0.865,0.956,0.901,0.966,---,0.984,,,
3.918,0.868,0.865,0.956,0.901,0.966,---,0.984,,,
3.919,0.868,0.865,0.956,0.901,0.966,---,0.984,,,
3.920,0.868,0.865,0.956,0.901,0.966,---,0.984,,,
3.921,0.868,0.865,0.956,0.901,0.966,---,0.984,,,
3.922,0.868,0.865,0.956,0.901,0.966,---,0.984,,,
3.923,0.868,0.865,0.956,0.901,0.966,---,0.984,,,
3.924,0.868,0.865,0.956,0.901,0.966,---,0.984,,,
3.925,0.868,0.865,0.956,0.901,0.966,---,0.984,,,
3.926,0.868,0.865,0.956,0.901,0.966,---,0.984,,,
3.927,0.868,0.865,0.956,0.901,0.966,---,0.984,,,
3.928,0.868,0.865,0.956,0.901,0.966,---,0.984,,,
3.929,0.868,0.865,0.956,0.901,0.966,---,0.984,,,
3.930,0.868,0.865,0.956,0.901,0.966,---,0.984,,,
3.931,0.868,0.865,0.956,0.901,0.966,---,0.984,,,
3.932,0.868,0.865,0.956,0.901,0.966,---,0.984,,,
3.933,0.868,0.865,0.956,0.901,0.966,---,0.984,,,
3.934,0.868,0.865,0.956,0.901,0.966,---,0.984,,,
3.935,0.868,0.865,0.956,0.901,0.966,---,0.984,,,
3.936,0.868,0.865,0.956,0.901,0.966,---,0.984,,,
3.937,0.868,0.865,0.956,0.901,0.966,---,0.984,,,
3.938,0.869,0.865,0.956,0.901,0.966,---,0.984,,,
3.939,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.940,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.941,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.942,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.943,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.944,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.945,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.946,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.947,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.948,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.949,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.950,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.951,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.952,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.953,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.954,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.955,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.956,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.957,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.958,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.959,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.960,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.961,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.962,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.963,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.964,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.965,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.966,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.967,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.968,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.969,0.869,0.866,0.956,0.901,0.966,---,0.984,,,
3.970,0.869,0.866,0.956,0.902,0.966,---,0.984,,,
3.971,0.869,0.866,0.956,0.902,0.966,---,0.984,,,
3.972,0.869,0.866,0.956,0.902,0.966,---,0.984,,,
3.973,0.869,0.866,0.956,0.902,0.966,---,0.984,,,
3.974,0.869,0.866,0.956,0.902,0.966,---,0.984,,,
3.975,0.869,0.866,0.956,0.902,0.966,---,0.984,,,
3.976,0.869,0.866,0.956,0.902,0.966,---,0.984,,,
3.977,0.869,0.866,0.956,0.902,0.966,---,0.984,,,
3.978,0.870,0.866,0.956,0.902,0.966,---,0.984,,,
3.979,0.870,0.866,0.956,0.902,0.966,---,0.984,,,
3.980,0.870,0.866,0.956,0.902,0.966,---,0.984,,,
3.981,0.870,0.866,0.956,0.902,0.966,---,0.984,,,
3.982,0.870,0.866,0.956,0.902,0.966,---,0.984,,,
3.983,0.870,0.866,0.956,0.902,0.966,---,0.984,,,
3.984,0.870,0.866,0.956,0.902,0.966,---,0.984,,,
3.985,0.870,0.866,0.956,0.902,0.966,---,0.984,,,
3.986,0.870,0.866,0.956,0.902,0.966,---,0.984,,,
3.987,0.870,0.866,0.956,0.902,0.966,---,0.984,,,
3.988,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
3.989,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
3.990,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
3.991,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
3.992,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
3.993,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
3.994,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
3.995,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
3.996,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
3.997,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
3.998,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
3.999,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
4.000,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
4.001,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
4.002,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
4.003,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
4.004,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
4.005,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
4.006,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
4.007,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
4.008,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
4.009,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
4.010,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
4.011,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
4.012,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
4.013,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
4.014,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
4.015,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
4.016,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
4.017,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
4.018,0.870,0.867,0.956,0.902,0.966,---,0.984,,,
4.019,0.871,0.867,0.956,0.902,0.966,---,0.984,,,
4.020,0.871,0.867,0.956,0.902,0.966,---,0.984,,,
4.021,0.871,0.867,0.956,0.903,0.966,---,0.984,,,
4.022,0.871,0.867,0.956,0.903,0.966,---,0.984,,,
4.023,0.871,0.867,0.956,0.903,0.966,---,0.984,,,
4.024,0.871,0.867,0.956,0.903,0.966,---,0.984,,,
4.025,0.871,0.867,0.956,0.903,0.966,---,0.984,,,
4.026,0.871,0.867,0.956,0.903,0.966,---,0.984,,,
4.027,0.871,0.867,0.956,0.903,0.966,---,0.984,,,
4.028,0.871,0.867,0.956,0.903,0.966,---,0.984,,,
4.029,0.871,0.867,0.956,0.903,0.966,---,0.984,,,
4.030,0.871,0.867,0.956,0.903,0.966,---,0.984,,,
4.031,0.871,0.867,0.956,0.903,0.966,---,0.984,,,
4.032,0.871,0.867,0.956,0.903,0.966,---,0.984,,,
4.033,0.871,0.867,0.956,0.903,0.966,---,0.984,,,
4.034,0.871,0.867,0.956,0.903,0.966,---,0.984,,,
4.035,0.871,0.867,0.956,0.903,0.966,---,0.984,,,
4.036,0.871,0.867,0.956,0.903,0.966,---,0.984,,,
4.037,0.871,0.867,0.956,0.903,0.966,---,0.984,,,
4.038,0.871,0.867,0.956,0.903,0.966,---,0.984,,,
4.039,0.871,0.868,0.956,0.903,0.966,---,0.984,,,
4.040,0.871,0.868,0.956,0.903,0.966,---,0.984,,,
4.041,0.871,0.868,0.956,0.903,0.966,---,0.984,,,
4.042,0.871,0.868,0.956,0.903,0.966,---,0.984,,,
4.043,0.871,0.868,0.956,0.903,0.966,---,0.984,,,
4.044,0.871,0.868,0.956,0.903,0.966,---,0.984,,,
4.045,0.871,0.868,0.956,0.903,0.966,---,0.984,,,
4.046,0.871,0.868,0.956,0.903,0.966,---,0.984,,,
4.047,0.871,0.868,0.956,0.903,0.966,---,0.984,,,
4.048,0.871,0.868,0.956,0.903,0.966,---,0.984,,,
4.049,0.871,0.868,0.956,0.903,0.966,---,0.984,,,
4.050,0.871,0.868,0.956,0.903,0.966,---,0.984,,,
4.051,0.871,0.868,0.956,0.903,0.966,---,0.984,,,
4.052,0.871,0.868,0.956,0.903,0.966,---,0.984,,,
4.053,0.871,0.868,0.956,0.903,0.966,---,0.984,,,
4.054,0.871,0.868,0.956,0.903,0.966,---,0.984,,,
4.055,0.871,0.868,0.956,0.903,0.966,---,0.984,,,
4.056,0.871,0.868,0.956,0.903,0.966,---,0.984,,,
4.057,0.871,0.868,0.956,0.903,0.966,---,0.984,,,
4.058,0.871,0.868,0.956,0.903,0.966,---,0.984,,,
4.059,0.871,0.868,0.956,0.903,0.966,---,0.984,,,
4.060,0.871,0.868,0.956,0.903,0.966,---,0.984,,,
4.061,0.872,0.868,0.956,0.903,0.966,---,0.984,,,
4.062,0.872,0.868,0.956,0.903,0.966,---,0.984,,,
4.063,0.872,0.868,0.956,0.903,0.966,---,0.984,,,
4.064,0.872,0.868,0.956,0.903,0.966,---,0.984,,,
4.065,0.872,0.868,0.956,0.903,0.966,---,0.984,,,
4.066,0.872,0.868,0.956,0.903,0.966,---,0.984,,,
4.067,0.872,0.868,0.956,0.903,0.966,---,0.984,,,
4.068,0.872,0.868,0.956,0.903,0.966,---,0.984,,,
4.069,0.872,0.868,0.956,0.903,0.966,---,0.984,,,
4.070,0.872,0.868,0.956,0.903,0.966,---,0.984,,,
4.071,0.872,0.868,0.956,0.903,0.966,---,0.984,,,
4.072,0.872,0.868,0.956,0.903,0.966,---,0.984,,,
4.073,0.872,0.868,0.956,0.904,0.966,---,0.984,,,
4.074,0.872,0.868,0.956,0.904,0.966,---,0.984,,,
4.075,0.872,0.868,0.956,0.904,0.966,---,0.984,,,
4.076,0.872,0.868,0.956,0.904,0.966,---,0.984,,,
4.077,0.872,0.868,0.956,0.904,0.966,---,0.984,,,
4.078,0.872,0.868,0.956,0.904,0.966,---,0.984,,,
4.079,0.872,0.868,0.956,0.904,0.966,---,0.984,,,
4.080,0.872,0.868,0.956,0.904,0.966,---,0.984,,,
4.081,0.872,0.868,0.956,0.904,0.966,---,0.984,,,
4.082,0.872,0.868,0.956,0.904,0.966,---,0.984,,,
4.083,0.872,0.868,0.956,0.904,0.966,---,0.984,,,
4.084,0.872,0.868,0.956,0.904,0.966,---,0.984,,,
4.085,0.872,0.868,0.956,0.904,0.966,---,0.984,,,
4.086,0.872,0.868,0.956,0.904,0.966,---,0.984,,,
4.087,0.872,0.868,0.956,0.904,0.966,---,0.984,,,
4.088,0.872,0.868,0.956,0.904,0.966,---,0.984,,,
4.089,0.872,0.868,0.956,0.904,0.966,---,0.984,,,
4.090,0.872,0.868,0.956,0.904,0.966,---,0.984,,,
4.091,0.872,0.868,0.956,0.904,0.966,---,0.984,,,
4.092,0.872,0.869,0.956,0.904,0.966,---,0.984,,,
4.093,0.872,0.869,0.956,0.904,0.966,---,0.984,,,
4.094,0.872,0.869,0.956,0.904,0.966,---,0.984,,,
4.095,0.872,0.869,0.956,0.904,0.966,---,0.984,,,
4.096,0.872,0.869,0.956,0.904,0.966,---,0.984,,,
4.097,0.872,0.869,0.956,0.904,0.966,---,0.984,,,
4.098,0.872,0.869,0.956,0.904,0.966,---,0.984,,,
4.099,0.872,0.869,0.956,0.904,0.966,---,0.984,,,
4.100,0.872,0.869,0.956,0.904,0.966,---,0.984,,,
4.101,0.872,0.869,0.956,0.904,0.966,---,0.984,,,
4.102,0.872,0.869,0.956,0.904,0.966,---,0.984,,,
4.103,0.872,0.869,0.956,0.904,0.966,---,0.984,,,
4.104,0.873,0.869,0.956,0.904,0.966,---,0.984,,,
4.105,0.873,0.869,0.956,0.904,0.966,---,0.984,,,
4.106,0.873,0.869,0.956,0.904,0.966,---,0.984,,,
4.107,0.873,0.869,0.956,0.904,0.966,---,0.984,,,
4.108,0.873,0.869,0.956,0.904,0.966,---,0.984,,,
4.109,0.873,0.869,0.956,0.904,0.966,---,0.984,,,
4.110,0.873,0.869,0.956,0.904,0.966,---,0.984,,,
4.111,0.873,0.869,0.956,0.904,0.966,---,0.984,,,
4.112,0.873,0.869,0.956,0.904,0.966,---,0.984,,,
4.113,0.873,0.869,0.956,0.904,0.966,---,0.984,,,
4.114,0.873,0.869,0.956,0.904,0.966,---,0.984,,,
4.115,0.873,0.869,0.956,0.904,0.966,---,0.984,,,
4.116,0.873,0.869,0.956,0.904,0.966,---,0.984,,,
4.117,0.873,0.869,0.956,0.904,0.966,---,0.984,,,
4.118,0.873,0.869,0.956,0.904,0.966,---,0.984,,,
4.119,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.120,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.121,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.122,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.123,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.124,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.125,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.126,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.127,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.128,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.129,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.130,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.131,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.132,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.133,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.134,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.135,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.136,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.137,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.138,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.139,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.140,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.141,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.142,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.143,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.144,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.145,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.146,0.873,0.869,0.956,0.905,0.966,---,0.984,,,
4.147,0.873,0.870,0.956,0.905,0.966,---,0.984,,,
4.148,0.874,0.870,0.956,0.905,0.966,---,0.984,,,
4.149,0.874,0.870,0.956,0.905,0.966,---,0.984,,,
4.150,0.874,0.870,0.956,0.905,0.966,---,0.984,,,
4.151,0.874,0.870,0.956,0.905,0.966,---,0.984,,,
4.152,0.874,0.870,0.956,0.905,0.966,---,0.984,,,
4.153,0.874,0.870,0.956,0.905,0.966,---,0.984,,,
4.154,0.874,0.870,0.956,0.905,0.966,---,0.984,,,
4.155,0.874,0.870,0.956,0.905,0.966,---,0.984,,,
4.156,0.874,0.870,0.956,0.905,0.966,---,0.984,,,
4.157,0.874,0.870,0.956,0.905,0.966,---,0.984,,,
4.158,0.874,0.870,0.956,0.905,0.966,---,0.984,,,
4.159,0.874,0.870,0.956,0.905,0.966,---,0.984,,,
4.160,0.874,0.870,0.956,0.905,0.966,---,0.984,,,
4.161,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.162,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.163,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.164,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.165,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.166,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.167,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.168,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.169,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.170,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.171,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.172,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.173,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.174,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.175,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.176,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.177,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.178,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.179,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.180,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.181,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.182,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.183,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.184,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.185,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.186,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.187,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.188,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.189,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.190,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.191,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.192,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.193,0.874,0.870,0.956,0.906,0.966,---,0.984,,,
4.194,0.875,0.870,0.956,0.906,0.966,---,0.984,,,
4.195,0.875,0.870,0.956,0.906,0.966,---,0.984,,,
4.196,0.875,0.870,0.956,0.906,0.966,---,0.984,,,
4.197,0.875,0.870,0.956,0.906,0.966,---,0.984,,,
4.198,0.875,0.870,0.956,0.906,0.966,---,0.984,,,
4.199,0.875,0.870,0.956,0.906,0.966,---,0.984,,,
4.200,0.875,0.870,0.956,0.906,0.966,---,0.984,,,
4.201,0.875,0.870,0.956,0.906,0.966,---,0.984,,,
4.202,0.875,0.870,0.956,0.906,0.966,---,0.984,,,
4.203,0.875,0.870,0.956,0.906,0.966,---,0.984,,,
4.204,0.875,0.870,0.956,0.907,0.966,---,0.984,,,
4.205,0.875,0.870,0.956,0.907,0.966,---,0.984,,,
4.206,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.207,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.208,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.209,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.210,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.211,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.212,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.213,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.214,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.215,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.216,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.217,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.218,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.219,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.220,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.221,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.222,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.223,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.224,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.225,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.226,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.227,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.228,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.229,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.230,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.231,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.232,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.233,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.234,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.235,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.236,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.237,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.238,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.239,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.240,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.241,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.242,0.875,0.871,0.956,0.907,0.966,---,0.984,,,
4.243,0.876,0.871,0.956,0.907,0.966,---,0.984,,,
4.244,0.876,0.871,0.956,0.907,0.966,---,0.984,,,
4.245,0.876,0.871,0.956,0.907,0.966,---,0.984,,,
4.246,0.876,0.871,0.956,0.907,0.966,---,0.984,,,
4.247,0.876,0.871,0.956,0.907,0.966,---,0.984,,,
4.248,0.876,0.871,0.956,0.908,0.966,---,0.984,,,
4.249,0.876,0.871,0.956,0.908,0.966,---,0.984,,,
4.250,0.876,0.871,0.956,0.908,0.966,---,0.984,,,
4.251,0.876,0.871,0.956,0.908,0.966,---,0.984,,,
4.252,0.876,0.871,0.956,0.908,0.966,---,0.984,,,
4.253,0.876,0.871,0.956,0.908,0.966,---,0.984,,,
4.254,0.876,0.871,0.956,0.908,0.966,---,0.984,,,
4.255,0.876,0.871,0.956,0.908,0.966,---,0.984,,,
4.256,0.876,0.871,0.956,0.908,0.966,---,0.984,,,
4.257,0.876,0.871,0.956,0.908,0.966,---,0.984,,,
4.258,0.876,0.871,0.956,0.908,0.966,---,0.984,,,
4.259,0.876,0.871,0.956,0.908,0.966,---,0.984,,,
4.260,0.876,0.871,0.956,0.908,0.966,---,0.984,,,
4.261,0.876,0.871,0.956,0.908,0.966,---,0.984,,,
4.262,0.876,0.871,0.956,0.908,0.966,---,0.984,,,
4.263,0.876,0.871,0.956,0.908,0.966,---,0.984,,,
4.264,0.876,0.871,0.956,0.908,0.966,---,0.984,,,
4.265,0.876,0.871,0.956,0.908,0.966,---,0.984,,,
4.266,0.876,0.871,0.956,0.908,0.966,---,0.984,,,
4.267,0.876,0.871,0.956,0.908,0.966,---,0.984,,,
4.268,0.876,0.871,0.956,0.908,0.966,---,0.984,,,
4.269,0.876,0.871,0.956,0.908,0.966,---,0.984,,,
4.270,0.876,0.871,0.956,0.908,0.966,---,0.984,,,
4.271,0.876,0.872,0.956,0.908,0.966,---,0.984,,,
4.272,0.876,0.872,0.956,0.908,0.966,---,0.984,,,
4.273,0.876,0.872,0.956,0.908,0.966,---,0.984,,,
4.274,0.876,0.872,0.956,0.908,0.966,---,0.984,,,
4.275,0.876,0.872,0.956,0.908,0.966,---,0.984,,,
4.276,0.876,0.872,0.956,0.908,0.966,---,0.984,,,
4.277,0.876,0.872,0.956,0.908,0.966,---,0.984,,,
4.278,0.876,0.872,0.956,0.908,0.966,---,0.984,,,
4.279,0.876,0.872,0.956,0.908,0.966,---,0.984,,,
4.280,0.876,0.872,0.956,0.908,0.966,---,0.984,,,
4.281,0.876,0.872,0.956,0.908,0.966,---,0.984,,,
4.282,0.876,0.872,0.956,0.908,0.966,---,0.984,,,
4.283,0.876,0.872,0.956,0.908,0.966,---,0.984,,,
4.284,0.876,0.872,0.956,0.908,0.966,---,0.984,,,
4.285,0.876,0.872,0.956,0.908,0.966,---,0.984,,,
4.286,0.876,0.872,0.956,0.908,0.966,---,0.984,,,
4.287,0.876,0.872,0.956,0.908,0.966,---,0.984,,,
4.288,0.876,0.872,0.956,0.908,0.966,---,0.984,,,
4.289,0.876,0.872,0.956,0.908,0.966,---,0.984,,,
4.290,0.876,0.872,0.956,0.908,0.966,---,0.984,,,
4.291,0.876,0.872,0.956,0.908,0.966,---,0.984,,,
4.292,0.876,0.872,0.956,0.908,0.966,---,0.984,,,
4.293,0.876,0.872,0.956,0.908,0.966,---,0.984,,,
4.294,0.876,0.872,0.956,0.909,0.966,---,0.984,,,
4.295,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.296,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.297,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.298,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.299,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.300,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.301,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.302,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.303,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
